LMSP00000001,-,N-(tetradecanoyl)-deoxysphing-4-enine-1-sulfonate,C32H63NO5S   ,573.4427,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000002,-,N-(hexadecanoyl)-deoxysphing-4-enine-1-sulfonate,C34H67NO5S   ,601.474,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000003,-,N-(3E-hexadecenoyl)-deoxysphing-4-enine-1-sulfonate,C34H65NO5S   ,599.4583,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000004,Cer(m18:1(4E)/16:0),N-(hexadecanoyl)-1-deoxysphing-4-enine,C34H67NO2   ,521.5172,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000005,Cer(m18:1(4E)/18:0),N-(octadecanoyl)-1-deoxysphing-4-enine,C36H71NO2   ,549.5485,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000006,Cer(m18:1(4E)/20:0),N-(eicosanoyl)-1-deoxysphing-4-enine,C38H75NO2   ,577.5798,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000007,Cer(m18:1(4E)/22:0),N-(docosanoyl)-1-deoxysphing-4-enine,C40H79NO2   ,605.6111,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000008,Cer(m18:1(4E)/24:0),N-(tetracosanoyl)-1-deoxysphing-4-enine,C42H83NO2   ,633.6424,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000009,Cer(m18:1(4E)/26:0),N-(hexacosanoyl)-1-deoxysphing-4-enine,C44H87NO2   ,661.6737,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000010,Cer(m18:1(4E)/24:1(15Z)),N-(15Z-tetracosenoyl)-1-deoxysphing-4-enine,C42H81NO2   ,631.6267,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000011,Cer(m18:1(4E)/26:1(17Z)),N-(17Z-hexacosenoyl)-1-deoxysphing-4-enine,C44H85NO2   ,659.658,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000012,Cer(m18:0/26:1(17Z)),N-(17Z-hexacosenoyl)-1-deoxysphinganine,C44H87NO2   ,661.6737,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000013,Cer(m18:0/24:1(15Z)),N-(15Z-tetracosenoyl)-1-deoxysphinganine,C42H83NO2   ,633.6424,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000014,Cer(m18:0/26:0),N-(hexacosanoyl)-1-deoxysphinganine,C44H89NO2   ,663.6893,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000015,Cer(m18:0/24:0),N-(tetracosanoyl)-1-deoxysphinganine,C42H85NO2   ,635.658,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000016,Cer(m18:0/22:0),N-(docosanoyl)-1-deoxysphinganine,C40H81NO2   ,607.6267,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000017,Cer(m18:0/20:0),N-(eicosanoyl)-1-deoxysphinganine,C38H77NO2   ,579.5954,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000018,Cer(m18:0/18:0),N-(octadecanoyl)-1-deoxysphinganine,C36H73NO2   ,551.5641,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP00000019,Cer(m18:0/16:0),N-(hexadecanoyl)-1-deoxysphinganine,C34H69NO2   ,523.5328,Sphingolipids [SP],Other Sphingolipids [SP00],
LMSP01010001,Sphingosine,Sphing-4-enine,C18H37NO2   ,299.2824,Sphingolipids [SP],Sphingoid bases [SP01],Sphing-4-enines (Sphingosines) [SP0101]
LMSP01010002,3-ketosphingosine,3-keto-sphing-4-enine,C18H35NO2   ,297.2668,Sphingolipids [SP],Sphingoid bases [SP01],Sphing-4-enines (Sphingosines) [SP0101]
LMSP01020001,Sphinganine,Sphinganine,C18H39NO2   ,301.2981,Sphingolipids [SP],Sphingoid bases [SP01],Sphinganines [SP0102]
LMSP01020002,3-ketosphinganine,3-dehydrosphinganine,C18H37NO2   ,299.2824,Sphingolipids [SP],Sphingoid bases [SP01],Sphinganines [SP0102]
LMSP01030001,Phytosphingosine,4R-hydroxysphinganine,C18H39NO3   ,317.293,Sphingolipids [SP],Sphingoid bases [SP01],4-Hydroxysphinganines (Phytosphingosines) [SP0103]
LMSP01030002,Dehydrophytosphingosine,4R-hydroxysphing-8E-enine,C18H37NO3   ,315.2773,Sphingolipids [SP],Sphingoid bases [SP01],4-Hydroxysphinganines (Phytosphingosines) [SP0103]
LMSP01040001,C16 Sphinganine,hexadecasphinganine,C16H35NO2   ,273.2668,Sphingolipids [SP],Sphingoid bases [SP01],Sphingoid base homologs and variants [SP0104]
LMSP01040002,C17 Sphingosine,heptadecasphing-4-enine,C17H35NO2   ,285.2668,Sphingolipids [SP],Sphingoid bases [SP01],Sphingoid base homologs and variants [SP0104]
