LMGP00000048,PT(18:0/18:1(9Z)),1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphothreonine,C43H82NO10P   ,803.5676,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000050,-,"1,2-dihexadecanoyl-sn-glycero-3-phosphosulfocholine",C39H77O8PS   ,736.5077,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000051,-,"1,2-ditetradecanoyl-sn-glycero-3-phosphosulfocholine",C35H69O8PS   ,680.4451,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000052,-,1-tetradecanoyl-2-hexadecanoyl-sn-glycero-3-phosphosulfocholine,C37H73O8PS   ,708.4764,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000053,-,1-eicosanoyl-2-docosanoyl-sn-glycero-3-phosphosulfocholine,C49H97O8PS   ,876.6642,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000054,-,"1,2-didocosanoyl-sn-glycero-3-phosphosulfocholine",C51H101O8PS   ,904.6955,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000055,CPA(18:0),"1-octadecanoyl-sn-glycero-2,3-cyclic phosphate",C21H41O6P   ,420.2641,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000056,CPA(18:1(9Z)),"1-(9Z-octadecenoyl)-sn-glycero-2,3-cyclic phosphate",C21H39O6P   ,418.2484,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000057,CPA(16:0),"1-hexadecanoyl-sn-glycero-2,3-cyclic-phosphate",C19H37O6P   ,392.2328,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000059,PE(16:0/18:1(9Z))-15-isoLG pyrrole,-,C59H104NO11P   ,1033.7347,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000060,PE(16:0/18:1(9Z))-15-isoLG lactam,-,C59H104NO12P   ,1049.7296,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000061,PE(16:0/18:1(9Z))-15-isoLG hydroxylactam,-,C59H104NO13P   ,1065.7245,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000062,PGS,"2,3-di-O-phytanyl-sn-glycero-1-phospho-(3'-sn-glycerol-1'-sulfate)",C46H95O11PS   ,886.6333,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP00000063,1-palmitoylglycerone 3-phosphate ,1-hexadecanoyl-glycerone 3-phosphate ,C19H37O7P   ,408.2277,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP0000AA00,-,"1,2-diacyl-3-O-(phospho-2'-O-(1'-amino)-2',3',4',5'-pentanetetrol)-sn-glycerol",-   ,-,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP0000AB00,-,"1,-2-diacyl-sn-glycero-3-phospho-O-[N-(2-hydroxyethyl)glycine]",-   ,-,Glycerophospholipids [GP],Other Glycerophospholipids [GP00],
LMGP01010000,PC,"1,2-diacyl-sn-glycero-3-phosphocholine",C10H18NO8P   ,311.077,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101]
LMGP01010001,PC(12:0/13:0),1-dodecanoyl-2-tridecanoyl-sn-glycero-3-phosphocholine,C33H66NO8P   ,635.4526,Glycerophospholipids [GP],Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101]
