LMST02010007,-,"3-hydroxy-estra-1,3,5(10),6,8-pentaen-17-one",C18H18O2   ,266.1307,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010026,-,"3-hydroxy-estra-1,3,5(10),7tetraen-17-one",C18H20O2   ,268.1463,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010048,16-Oxoestrone,-,C18H20O3   ,284.1412,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010004,Estrone,"3-hydroxy-estra-1,3,5(10)-trien-17-one",C18H22O2   ,270.162,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010020,-,"3beta-hydroxy-estra-5,7,9-trien-17-one",C18H22O2   ,270.162,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010021,-,"8alpha-3beta-hydroxy-estra-1,3,5(10)-trien-17-one",C18H22O2   ,270.162,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010024,-,"estra-1,3,5(10),7-tetraene-3,17alpha-diol",C18H22O2   ,270.162,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010032,2-Hydroxyestrone,"2,3-dihydroxy-estra-1,3,5(10)-trien-17-one",C18H22O3   ,286.1569,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010041,16alpha-hydroxyestrone,"3,16alpha-dihydroxy-1,3,5(10)-estratrien-17-one",C18H22O3   ,286.1569,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010046,16b-Hydroxyestrone,-,C18H22O3   ,286.1569,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010047,16-Ketoestradiol,-,C18H22O3   ,286.1569,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010053,6-Ketoestriol,-,C18H22O4   ,302.1518,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010043,estrone 3-sulfate,"17-oxoestra-1,3,5(10)-trien-3-yl hydrogen sulfate",C18H22O5S   ,350.1188,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST05020040,-,"[(13S)-2-hydroxy-13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate",C18H22O6S   ,366.1137,Sterol Lipids [ST],Steroid conjugates [ST05],Sulfates [ST0502]
LMST02010001,Beta-estradiol,"estra-1,3,5(10)-triene-3,17beta-diol",C18H24O2   ,272.1776,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010012,-,"estra-5,7,9-triene-3beta,17beta-diol",C18H24O2   ,272.1776,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010013,-,"8alpha-estra-1,3,5(10)-trien-3,17beta-diol",C18H24O2   ,272.1776,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010017,-,"estra-5,7,9-triene-3alpha,17alpha-diol",C18H24O2   ,272.1776,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010029,Estradiol-17alpha,"estra-1,3,5(10)-triene-3,17alpha-diol",C18H24O2   ,272.1776,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
LMST02010003,-,"estra-1,3,5(10)-triene-3,16,17-triol",C18H24O3   ,288.1725,Sterol Lipids [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201]
